state	Year	tax_state	cost_per_pack	tax_percent	tax_revenue	tax_dollar	sales_per_capita	index	price_cpi
Idaho	2012	0.57	4.789	33	39326625	1.58	43.5	229.59391666666667	4.797470316250394
Idaho	2013	0.57	4.861	32.5	39205650	1.58	43.1	232.95708333333334	4.7992960076695095
Idaho	2014	0.57	5.059	31.2	37515246	1.58	40.8	236.73616666666666	4.915049594590884
Idaho	2015	0.57	5.118	30.9	37998733	1.58	40.8	237.017	4.966479197694681
Idaho	2016	0.57	5.213	30.3	38434618	1.58	40.7	240.00716666666668	4.995642491231164
Idaho	2017	0.57	5.404	29.2	37394232	1.58	39	245.11958333333334	5.070667888292619
Idaho	2018	0.57	5.547	28.5	36938983	1.58	37.7	251.10683333333333	5.080745844564166
Idaho	2019	0.57	5.722	27.6	35817868	1.58	35.8	255.65741666666668	5.147748174722097
Illinois	1970	0.12	0.414	48.3	159536073	0.2	124.8	38.825	2.452543464262717
Illinois	1971	0.12	0.419	47.7	167207000	0.2	125.6	40.49166666666667	2.3799958839267337
Illinois	1972	0.12	0.41	48.8	170514000	0.2	126.6	41.81666666666666	2.255081705858908
Illinois	1973	0.12	0.419	47.7	167279000	0.2	124.4	44.4	2.1704954954954956
Illinois	1974	0.12	0.452	44.3	175365000	0.2	131.9	49.30833333333334	2.1083657258745983
Illinois	1975	0.12	0.484	41.3	174745000	0.2	131.8	53.81666666666667	2.0685041808609475
Illinois	1976	0.12	0.494	40.5	178897000	0.2	134.4	56.90833333333333	1.996544149948748
Illinois	1977	0.12	0.546	36.6	180478000	0.2	134	60.608333333333334	2.0719923002887395
Illinois	1978	0.12	0.568	35.2	183660000	0.2	136.7	65.23333333333333	2.0026571282575367
Illinois	1979	0.12	0.6	33.3	182296000	0.2	135.3	72.575	1.9014812263176024
Illinois	1980	0.12	0.631	31.7	181085000	0.2	135.2	82.40833333333333	1.7611083021539085
Illinois	1981	0.12	0.696	28.7	181080000	0.2	133	90.925	1.7605718999175142
Illinois	1982	0.12	0.808	24.8	176286000	0.2	130.7	96.5	1.9258031088082903
Illinois	1983	0.12	0.896	31.3	175103000	0.28	127.9	99.6	2.069076305220884
Illinois	1984	0.12	0.967	29	170458000	0.28	124	103.88333333333333	2.140959409594096
Illinois	1985	0.12	1.084	25.8	167493000	0.28	121.6	107.56666666666666	2.3178184071893404
Illinois	1986	0.2	1.162	31	201810000	0.36	118.2	109.60833333333333	2.438318254390633
Illinois	1987	0.2	1.241	29	252288000	0.36	109.5	113.625	2.512035203520352
Illinois	1988	0.2	1.327	27.1	250858000	0.36	107.6	118.25833333333333	2.5808752025931927
Illinois	1989	0.2	1.473	31.2	244119000	0.46	104.6	123.96666666666667	2.7329120731379404
Illinois	1990	0.2	1.54	29.9	323697000	0.46	94.1	130.65833333333333	2.7108871739269085
Illinois	1991	0.3	1.798	27.8	323399000	0.5	96.1	136.19166666666666	3.0364559750351834
Illinois	1992	0.3	1.875	26.7	323100000	0.5	94.8	140.31666666666666	3.0734053925644376
Illinois	1993	0.3	1.821	37.3	315010000	0.68	94.6	144.45833333333334	2.899313527545428
Illinois	1994	0.3	1.852	36.7	412689145	0.68	85.7	148.225	2.8737392477652217
Illinois	1995	0.44	1.887	36	430355142	0.68	84.3	152.38333333333333	2.8481461227168325
Illinois	1996	0.44	1.987	34.2	424160000	0.68	81.8	156.85	2.9136754861332483
Illinois	1997	0.44	2.023	33.6	414750695	0.68	79.6	160.51666666666665	2.8987021077769706
Illinois	1998	0.44	2.405	34.1	464445911	0.82	80.3	163.00833333333333	3.393384796278309
Illinois	1999	0.58	3.127	26.2	493297147	0.82	72.2	166.575	4.317634699084497
Illinois	2000	0.58	3.238	28.4	485040692	0.92	70	172.2	4.324854819976772
Illinois	2001	0.58	3.491	26.4	477579348	0.92	67.1	177.06666666666666	4.534619728915663
Illinois	2002	0.58	4.038	33.9	471550800	1.37	70.9	179.875	5.163252258512856
Illinois	2003	0.98	4.058	33.8	653697190	1.37	51.4	183.95833333333334	5.07364892412231
Illinois	2004	0.98	4.353	31.5	744402120	1.37	60	188.88333333333333	5.300573546280773
Illinois	2005	0.98	4.607	29.7	650028120	1.37	52.2	195.29166666666666	5.425781950074676
Illinois	2006	0.98	4.821	28.4	643742700	1.37	51.5	201.59166666666667	5.5003761729568845
Illinois	2007	0.98	4.979	27.5	611784600	1.37	48.6	207.34241666666668	5.523086006280272
Illinois	2008	0.98	4.949	27.7	603787800	1.37	47.9	215.3025	5.286840607981793
Illinois	2009	0.98	5.631	35.3	571347840	1.99	45.2	214.537	6.0368607745983205
Illinois	2010	0.98	5.884	33.8	558323640	1.99	44.1	218.0555	6.206309861480221
Illinois	2011	0.98	5.871	33.9	570146571	1.99	45.3	224.93916666666667	6.003089724258781
Illinois	2012	0.98	6.854	43.6	588935400	2.99	46.5	229.59391666666667	6.8661226869033625
Illinois	2013	1.98	7.051	42.4	808255800	2.99	31.7	232.95708333333334	6.961496842229524
Illinois	2014	1.98	7.248	41.3	858052008	2.99	33.6	236.73616666666666	7.041763087881939
Illinois	2015	1.98	7.396	40.4	852943608	2.99	33.4	237.017	7.177037933987857
Illinois	2016	1.98	7.488	39.9	802981080	2.99	31.5	240.00716666666668	7.175785723065214
Illinois	2017	1.98	7.549	39.6	778864680	2.99	30.7	245.11958333333334	7.0833589727462956
Illinois	2018	1.98	7.604	39.3	717644664	2.99	28.3	251.10683333333333	6.96484431261329
Illinois	2019	1.98	8.972	44.5	739007280	3.99	29.3	255.65741666666668	8.071582772388439
Indiana	1970	0.06	0.322	43.5	41334000	0.14	134.6	38.825	1.907533805537669
Indiana	1971	0.06	0.325	43.1	43543000	0.14	139.3	40.49166666666667	1.8460588598477052
Indiana	1972	0.06	0.329	42.6	47223000	0.14	149.2	41.81666666666666	1.8095655639697092
Indiana	1973	0.06	0.345	40.6	49554000	0.14	156	44.4	1.787162162162162
Indiana	1974	0.06	0.367	38.2	50996000	0.14	159.6	49.30833333333334	1.711881020787561
Indiana	1975	0.06	0.387	36.2	51934000	0.14	162.4	53.81666666666667	1.653948590895014
Indiana	1976	0.06	0.406	34.5	53081000	0.14	166.6	56.90833333333333	1.6408844633182018
Indiana	1977	0.06	0.5	37	55024000	0.185	173	60.608333333333334	1.8974288464182594
Indiana	1978	0.105	0.525	35.2	84459000	0.185	150.9	65.23333333333333	1.8510475217169136
Indiana	1979	0.105	0.537	34.5	84004000	0.185	148.9	72.575	1.7018256975542543
Indiana	1980	0.105	0.583	31.7	83311000	0.185	146.9	82.40833333333333	1.6271412680756396
Indiana	1981	0.105	0.651	28.4	85609000	0.185	148.5	90.925	1.6467418201814683
Indiana	1982	0.105	0.757	24.4	84807000	0.185	147.7	96.5	1.8042487046632125
Indiana	1983	0.105	0.852	31.1	82149000	0.265	143	99.6	1.9674698795180725
Indiana	1984	0.105	0.888	29.8	79979000	0.265	137.8	103.88333333333333	1.9660516605166054
Indiana	1985	0.105	0.936	28.3	78908000	0.265	135.3	107.56666666666666	2.001363495506663
Indiana	1986	0.105	1.001	26.5	79546000	0.265	137.6	109.60833333333333	2.1004789781798827
Indiana	1987	0.105	1.093	29.4	78617000	0.32	134	113.625	2.2124532453245322
Indiana	1988	0.155	1.19	26.5	115681939	0.315	134	118.25833333333333	2.314424635332253
Indiana	1989	0.155	1.308	24	112344108	0.315	132.5	123.96666666666667	2.4267813928475395
Indiana	1990	0.155	1.358	23.2	111470978	0.315	128.3	130.65833333333333	2.3905095988264558
Indiana	1991	0.155	1.535	23.1	114707074	0.355	127.2	136.19166666666666	2.592302514838157
Indiana	1992	0.155	1.575	22.5	110491216	0.355	128.2	140.31666666666666	2.5816605297541275
Indiana	1993	0.155	1.466	26.9	109194371	0.395	126.8	144.45833333333334	2.3340986443611187
Indiana	1994	0.155	1.463	27	111199531	0.395	128.2	148.225	2.27012987012987
Indiana	1995	0.155	1.478	26.7	120669058	0.395	135.4	152.38333333333333	2.230821393415728
Indiana	1996	0.155	1.563	25.3	120985631	0.395	135.1	156.85	2.2919349697162894
Indiana	1997	0.155	1.668	23.7	122485409	0.395	135.3	160.51666666666665	2.3900321877271313
Indiana	1998	0.155	1.9	20.8	123065738	0.395	135.9	163.00833333333333	2.6808445376003274
Indiana	1999	0.155	2.602	15.2	120640333	0.395	133.3	166.575	3.5927360048026418
Indiana	2000	0.155	2.704	18.3	117604267	0.495	125.5	172.2	3.6116144018583047
Indiana	2001	0.155	3.02	16.4	114381404	0.495	121.4	177.06666666666666	3.922816265060241
Indiana	2002	0.155	3.574	26.4	114756720	0.945	121.4	179.875	4.5699513551077136
Indiana	2003	0.555	3.514	26.9	343657232	0.945	101.1	183.95833333333334	4.393494903737259
Indiana	2004	0.555	3.451	27.4	335915185	0.945	97.7	188.88333333333333	4.2022235948116125
Indiana	2005	0.555	3.509	26.9	331903577	0.945	96.1	195.29166666666666	4.1326392148495845
Indiana	2006	0.555	3.49	27.1	343491000	0.945	98.7	201.59166666666667	3.981811417469307
Indiana	2007	0.555	4.138	33.5	358376047	1.385	102.3	207.34241666666668	4.590184754767576
Indiana	2008	0.995	4.093	33.8	515812582	1.385	81.7	215.3025	4.372406265603047
Indiana	2009	0.995	4.814	41.6	500769869	2.005	78.9	214.537	5.160974563828151
Indiana	2010	0.995	5.147	39	462532256	2.005	71.7	218.0555	5.428938962786997
Indiana	2011	0.995	5.199	38.6	448763368	2.005	69.6	224.93916666666667	5.315970614277193
Indiana	2012	0.995	5.231	38.3	428080840	2.005	66	229.59391666666667	5.240252082753354
Indiana	2013	0.995	5.257	38.1	434473203	2.005	66.9	232.95708333333334	5.190269309261184
Indiana	2014	0.995	5.39	37.2	417532271	2.005	63.6	236.73616666666666	5.236631214636264
Indiana	2015	0.995	5.41	37.1	411617471	2.005	62.7	237.017	5.24983440006413
Indiana	2016	0.995	5.581	35.9	431322426	2.005	62.4	240.00716666666668	5.348298627193771
Indiana	2017	0.995	5.666	35.4	401065746	2.005	61.2	245.11958333333334	5.316507079027754
Indiana	2018	0.995	5.716	35.1	381595301	2.005	58.3	251.10683333333333	5.235540516951285
Indiana	2019	0.995	5.887	34.1	371597683	2.005	56.5	255.65741666666668	5.29618900814208
Iowa	1970	0.1	0.385	46.8	30155675	0.18	108.5	38.825	2.2807469414037347
Iowa	1971	0.13	0.419	50.1	33339377	0.21	108.4	40.49166666666667	2.3799958839267337
Iowa	1972	0.13	0.419	50.1	40547730	0.21	109.4	41.81666666666666	2.304583499402152
Iowa	1973	0.13	0.432	48.6	41441346	0.21	110.6	44.4	2.2378378378378376
Iowa	1974	0.13	0.454	46.3	43975775	0.21	116.1	49.30833333333334	2.117694777758999
Iowa	1975	0.13	0.478	43.9	44851832	0.21	120.5	53.81666666666667	2.0428615670486217
Iowa	1976	0.13	0.494	42.5	46500488	0.21	124.4	56.90833333333333	1.996544149948748
Iowa	1977	0.13	0.546	38.5	46894948	0.21	125.5	60.608333333333334	2.0719923002887395
Iowa	1978	0.13	0.564	37.2	47623434	0.21	127.1	65.23333333333333	1.9885539090444555
Iowa	1979	0.13	0.588	35.7	46817786	0.21	124.2	72.575	1.8634516017912504
Iowa	1980	0.13	0.614	34.2	47075859	0.21	124.6	82.40833333333333	1.7136616442511883
Iowa	1981	0.13	0.728	35.7	50394103	0.26	132.9	90.925	1.8415177343964804
Iowa	1982	0.18	0.84	31	61227054	0.26	116.2	96.5	2.0020725388601037
Iowa	1983	0.18	0.933	36.4	60490333	0.34	115.6	99.6	2.154518072289157
Iowa	1984	0.18	0.995	34.2	59082906	0.34	111.2	103.88333333333333	2.2029520295202953
Iowa	1985	0.18	1.048	40.1	58018435	0.42	109.4	107.56666666666666	2.2408428881313918
Iowa	1986	0.26	1.171	35.9	72024669	0.42	104.1	109.60833333333333	2.4572036797688743
Iowa	1987	0.26	1.242	33.9	77092980	0.42	101.1	113.625	2.514059405940594
Iowa	1988	0.34	1.451	34.5	81689081	0.5	100.2	118.25833333333333	2.822042139384117
Iowa	1989	0.31	1.496	31.4	91397313	0.47	94.4	123.96666666666667	2.7755848346329657
Iowa	1990	0.31	1.554	30.2	84199981	0.47	95.4	130.65833333333333	2.7355316027807897
Iowa	1991	0.31	1.785	31.4	84762321	0.56	97.1	136.19166666666666	3.0145016214893228
Iowa	1992	0.36	1.897	29.5	94916925	0.56	95.2	140.31666666666666	3.1094666825038604
Iowa	1993	0.36	1.714	35	92518148	0.6	92.5	144.45833333333334	2.7289529852898755
Iowa	1994	0.36	1.79	33.5	93474587	0.6	93.4	148.225	2.777534154157531
Iowa	1995	0.36	1.838	32.6	95081332	0.6	93	152.38333333333333	2.774187903314011
Iowa	1996	0.36	1.893	31.7	96051777	0.6	94	156.85	2.7758367867389224
Iowa	1997	0.36	1.938	31	96381838	0.6	93.9	160.51666666666665	2.776907901567854
Iowa	1998	0.36	2.13	28.2	96484950	0.6	94	163.00833333333333	3.005367823730893
Iowa	1999	0.36	2.863	21	94166860	0.6	91.7	166.575	3.9531142128170496
Iowa	2000	0.36	2.994	23.4	92817112	0.7	88.9	172.2	3.9989547038327533
Iowa	2001	0.36	3.195	21.9	91235012	0.7	86.5	177.06666666666666	4.150131777108434
Iowa	2002	0.36	3.314	22.6	89794591	0.75	85.4	179.875	4.2374982626824185
Iowa	2003	0.36	3.332	22.5	89889534	0.75	85.4	183.95833333333334	4.165943374858437
Iowa	2004	0.36	3.273	22.9	88715817	0.75	83.7	188.88333333333333	3.985476043413042
Iowa	2005	0.36	3.362	22.3	89210340	0.75	83.9	195.29166666666666	3.9595135481117993
Iowa	2006	0.36	3.36	22.3	91301474	0.75	85.3	201.59166666666667	3.8334917944690172
Iowa	2007	1.36	4.541	38.5	124274752	1.75	76.3	207.34241666666668	5.0372230477041
Iowa	2008	1.36	4.507	38.8	234137140	1.75	57.6	215.3025	4.814667734931085
Iowa	2009	1.36	5.327	44.5	220212197	2.37	53.8	214.537	5.710949626404769
Iowa	2010	1.36	5.736	41.3	210730238	2.37	51.3	218.0555	6.050202815338297
Iowa	2011	1.36	5.781	41	204155253	2.37	49.1	224.93916666666667	5.911064843457675
Iowa	2012	1.36	5.753	41.2	202808381	2.37	48.6	229.59391666666667	5.763175345455945
Iowa	2013	1.36	5.748	41.2	202980954	2.37	48.5	232.95708333333334	5.675036710982173
Iowa	2014	1.36	5.791	40.9	198425088	2.37	47.1	236.73616666666666	5.626221032274326
Iowa	2015	1.36	5.812	40.8	196434534	2.37	46.5	237.017	5.639933000586456
Iowa	2016	1.36	5.997	39.5	202215543	2.37	47.7	240.00716666666668	5.746953389586283
Iowa	2017	1.36	6.184	38.3	192098768	2.37	45	245.11958333333334	5.802555555366683
Iowa	2018	1.36	6.283	37.7	184380885	2.37	43	251.10683333333333	5.754881222534101
Iowa	2019	1.36	6.389	37.1	178920957	2.37	41.6	255.65741666666668	5.747808998304698
Kansas	1970	0.08	0.389	48.8	21175000	0.19	114	38.825	2.304443013522215
Kansas	1971	0.11	0.388	49	25020000	0.19	102.8	40.49166666666667	2.203910269602799
Kansas	1972	0.11	0.393	48.3	27567000	0.19	111	41.81666666666666	2.1615783180550023
Kansas	1973	0.11	0.402	47.3	28610492	0.19	115.2	44.4	2.0824324324324324
Kansas	1974	0.11	0.427	44.5	29740692	0.19	118.6	49.30833333333334	1.9917525773195874
Kansas	1975	0.11	0.466	40.8	30820823	0.19	123.4	53.81666666666667	1.9915763394239703
Kansas	1976	0.11	0.481	39.5	32063308	0.19	127.7	56.90833333333333	1.9440035144237808
Kansas	1977	0.11	0.526	36.1	32492220	0.19	127.9	60.608333333333334	1.996095146432009
Kansas	1978	0.11	0.548	34.7	32518489	0.19	127.1	65.23333333333333	1.9321410321921308
Kansas	1979	0.11	0.583	32.6	32655500	0.19	126.4	72.575	1.8476059249052703
Kansas	1980	0.11	0.598	31.8	33130559	0.19	127.1	82.40833333333333	1.6690059662250987
Kansas	1981	0.11	0.651	29.2	34323231	0.19	132	90.925	1.6467418201814683
Kansas	1982	0.11	0.77	24.7	34299712	0.19	130.9	96.5	1.8352331606217618
Kansas	1983	0.11	0.91	35.2	33792242	0.32	127.6	99.6	2.10140562248996
Kansas	1984	0.16	0.975	32.8	45063879	0.32	121.7	103.88333333333333	2.1586715867158675
Kansas	1985	0.16	1.03	38.8	45327675	0.4	115.7	107.56666666666666	2.2023551286024174
Kansas	1986	0.24	1.145	34.9	58286236	0.4	109.4	109.60833333333333	2.4026457842317344
Kansas	1987	0.24	1.239	32.3	62374658	0.4	105.2	113.625	2.5079867986798683
Kansas	1988	0.24	1.365	29.3	61770458	0.4	103.2	118.25833333333333	2.6547811993517016
Kansas	1989	0.24	1.458	27.4	57951000	0.4	96.5	123.96666666666667	2.7050820112933582
Kansas	1990	0.24	1.457	27.5	55437320	0.4	94.3	130.65833333333333	2.5647809171503284
Kansas	1991	0.24	1.742	25.3	55637270	0.44	91.8	136.19166666666666	2.941883375145322
Kansas	1992	0.24	1.742	25.3	53617108	0.44	90	140.31666666666666	2.8553985033852003
Kansas	1993	0.24	1.596	30.1	53792399	0.48	89.9	144.45833333333334	2.5410787424286125
Kansas	1994	0.24	1.657	29	54036609	0.48	89.1	148.225	2.5711587114184518
Kansas	1995	0.24	1.677	28.6	54600292	0.48	90.1	152.38333333333333	2.5311823252761676
Kansas	1996	0.24	1.713	28	54477448	0.48	88.7	156.85	2.5118903410902136
Kansas	1997	0.24	1.843	26	55167155	0.48	89.2	160.51666666666665	2.6407849652164885
Kansas	1998	0.24	2.07	23.2	53990126	0.48	87.6	163.00833333333333	2.9207095751750933
Kansas	1999	0.24	2.712	17.7	52382238	0.48	83.3	166.575	3.744619540747412
Kansas	2000	0.24	2.941	19.7	50886541	0.58	79.8	172.2	3.928164924506388
Kansas	2001	0.24	3	19.3	50144482	0.58	78.1	177.06666666666666	3.8968373493975905
Kansas	2002	0.24	3.726	29.3	49196827	1.09	77.5	179.875	4.764308547602502
Kansas	2003	0.79	3.87	30.5	119411772	1.18	60.7	183.95833333333334	4.838595696489241
Kansas	2004	0.79	3.748	31.5	121226400	1.18	56.3	188.88333333333333	4.563875408100238
Kansas	2005	0.79	3.73	31.6	118661808	1.18	54.9	195.29166666666666	4.392916577768296
Kansas	2006	0.79	3.988	29.6	120015024	1.18	55.4	201.59166666666667	4.549989665578107
Kansas	2007	0.79	4.11	28.7	116016672	1.18	53.1	207.34241666666668	4.559125022255858
Kansas	2008	0.79	4.082	28.9	113466516	1.18	51.7	215.3025	4.360655356997713
Kansas	2009	0.79	4.747	37.9	108641160	1.8	49.1	214.537	5.0891454620881245
Kansas	2010	0.79	4.997	36	100798776	1.8	45.2	218.0555	5.270722361967481
Kansas	2011	0.79	5.112	35.2	95864364	1.8	41.2	224.93916666666667	5.227013229502791
Kansas	2012	0.79	5.154	34.9	97502160	1.8	43	229.59391666666667	5.163115892661209
Kansas	2013	0.79	5.14	35	93306900	1.8	41	232.95708333333334	5.074754470154552
Kansas	2014	0.79	5.247	34.3	90240336	1.8	39.5	236.73616666666666	5.097700182411221
Kansas	2015	0.79	5.793	39.7	90235524	2.3	39.3	237.017	5.621495504541868
Kansas	2016	1.29	5.914	38.9	139982444	2.3	36.4	240.00716666666668	5.667414098051238
Kansas	2017	1.29	6.014	38.2	133706394	2.3	34.5	245.11958333333334	5.643041576645413
Kansas	2018	1.29	6.225	36.9	125124787	2.3	33.3	251.10683333333333	5.701756423726687
Kansas	2019	1.29	6.373	36.1	116778114	2.3	31.1	255.65741666666668	5.733414735670032
Kentucky	1970	0.025	0.301	36.5	12587000	0.11	155.8	38.825	1.783129426915647
Kentucky	1971	0.03	0.306	35.9	15938000	0.11	163.5	40.49166666666667	1.7381354188104547
Kentucky	1972	0.03	0.306	35.9	17662000	0.11	179.4	41.81666666666666	1.683060980470307
Kentucky	1973	0.03	0.315	34.9	19983000	0.11	201.9	44.4	1.6317567567567568
Kentucky	1974	0.03	0.333	33	21292000	0.11	212.4	49.30833333333334	1.5532871387527463
Kentucky	1975	0.03	0.36	30.6	22457000	0.11	223	53.81666666666667	1.5385568287395477
Kentucky	1976	0.03	0.369	29.8	23527000	0.11	230.9	56.90833333333333	1.4913457314394494
Kentucky	1977	0.03	0.414	26.6	23588000	0.11	229.4	60.608333333333334	1.5710710848343188
Kentucky	1978	0.03	0.434	25.3	23305000	0.11	224.7	65.23333333333333	1.530199284619315
Kentucky	1979	0.03	0.463	23.8	22550000	0.11	214.9	72.575	1.46730967964175
Kentucky	1980	0.03	0.494	22.3	22777000	0.11	215.3	82.40833333333333	1.3787440590555162
Kentucky	1981	0.03	0.563	19.5	23029000	0.11	209.7	90.925	1.424140775364311
Kentucky	1982	0.03	0.664	16.6	23140000	0.11	210.6	96.5	1.5825906735751296
Kentucky	1983	0.03	0.754	25.2	22127000	0.19	201.1	99.6	1.7411646586345384
Kentucky	1984	0.03	0.793	24	20623000	0.19	183.2	103.88333333333333	1.7557195571955722
Kentucky	1985	0.03	0.854	22.2	20623000	0.19	182.4	107.56666666666666	1.8260303687635577
Kentucky	1986	0.03	0.905	21	20115000	0.19	179.8	109.60833333333333	1.8990344408119821
Kentucky	1987	0.03	0.944	20.2	19445000	0.19	171.2	113.625	1.9108470847084706
Kentucky	1988	0.03	1.038	18.3	19591000	0.19	173.2	118.25833333333333	2.0188006482982175
Kentucky	1989	0.03	1.156	16.4	19426000	0.19	171.6	123.96666666666667	2.1447700994891097
Kentucky	1990	0.03	1.205	15.8	20658000	0.19	182.5	130.65833333333333	2.1211811977804707
Kentucky	1991	0.03	1.358	16.9	18847000	0.23	170.8	136.19166666666666	2.293385547329132
Kentucky	1992	0.03	1.454	15.8	18538000	0.23	167.6	140.31666666666666	2.3833234350873025
Kentucky	1993	0.03	1.328	20.3	18542000	0.27	167.6	144.45833333333334	2.114381309489472
Kentucky	1994	0.03	1.348	20	18858000	0.27	170.2	148.225	2.0916849384381853
Kentucky	1995	0.03	1.398	19.3	19968000	0.27	175.3	152.38333333333333	2.110073280104998
Kentucky	1996	0.03	1.456	18.5	20624000	0.27	179	156.85	2.1350334714695567
Kentucky	1997	0.03	1.557	17.3	21769000	0.27	186.8	160.51666666666665	2.2309832831481673
Kentucky	1998	0.03	1.792	15.1	19957000	0.27	171.3	163.00833333333333	2.5284596901998877
Kentucky	1999	0.03	2.434	11.1	19384000	0.27	165.3	166.575	3.3607684226324483
Kentucky	2000	0.03	2.586	14.3	18724000	0.37	156.2	172.2	3.454006968641115
Kentucky	2001	0.03	2.927	12.6	18504000	0.37	152.6	177.06666666666666	3.802014307228916
Kentucky	2002	0.03	2.977	14.1	17145000	0.42	140.8	179.875	3.806587908269632
Kentucky	2003	0.03	3.101	13.5	21436000	0.42	175.8	183.95833333333334	3.877127972819932
Kentucky	2004	0.03	3.01	14	21551000	0.42	174.4	188.88333333333333	3.665225447807288
Kentucky	2005	0.3	3.306	20.9	52020000	0.69	181.8	195.29166666666666	3.8935609131640714
Kentucky	2006	0.3	3.324	20.8	176326559	0.69	145.3	201.59166666666667	3.7924186680997063
Kentucky	2007	0.3	3.464	19.9	179100100	0.69	141.9	207.34241666666668	3.842532622164061
Kentucky	2008	0.3	3.482	19.8	179456098	0.69	141.9	215.3025	3.719696705797657
Kentucky	2009	0.6	4.578	35.2	196124108	1.61	126.4	214.537	4.907964593519999
Kentucky	2010	0.6	4.584	35.1	286428979	1.61	110.7	218.0555	4.835099321044413
Kentucky	2011	0.6	4.736	34	270015864	1.61	103.7	224.93916666666667	4.842553727489284
Kentucky	2012	0.6	4.752	33.9	262353165	1.61	100.1	229.59391666666667	4.760404874258065
Kentucky	2013	0.6	4.759	33.8	245793222	1.61	93.5	232.95708333333334	4.69859076332014
Kentucky	2014	0.6	4.836	33.3	234727105	1.61	89	236.73616666666666	4.698394907974207
Kentucky	2015	0.6	4.858	33.1	223784402	1.61	84.5	237.017	4.714176620242429
Kentucky	2016	0.6	5.015	32.1	230963773	1.61	87	240.00716666666668	4.805898157207805
Kentucky	2017	0.6	5.176	31.1	227949828	1.61	85.6	245.11958333333334	4.856731493301739
Kentucky	2018	0.6	5.678	37.2	218118592	2.11	81.6	251.10683333333333	5.200734614284358
Kentucky	2019	1.1	5.882	35.9	360354376	2.11	73.3	255.65741666666668	5.291690801068747
Louisiana	1970	0.08	0.393	48.3	34727292	0.19	115.9	38.825	2.328139085640695
Louisiana	1971	0.11	0.4	47.5	47468305	0.19	119.8	40.49166666666667	2.2720724428894834
Louisiana	1972	0.11	0.399	47.6	50729579	0.19	125.3	41.81666666666666	2.194579513750498
Louisiana	1973	0.11	0.416	45.7	51867876	0.19	126.7	44.4	2.1549549549549547
Louisiana	1974	0.11	0.443	42.9	53786141	0.19	129.9	49.30833333333334	2.0663849923947946
Louisiana	1975	0.11	0.481	39.5	55323480	0.19	133.6	53.81666666666667	2.0556828739547846
Louisiana	1976	0.11	0.489	38.9	58209458	0.19	139.6	56.90833333333333	1.976336213208376
Louisiana	1977	0.11	0.542	35.1	59157747	0.19	140	60.608333333333334	2.0568128695173935
Louisiana	1978	0.11	0.571	33.3	61526377	0.19	142.7	65.23333333333333	2.0132345426673477
Louisiana	1979	0.11	0.6	31.7	61132782	0.19	140.1	72.575	1.9014812263176024
Louisiana	1980	0.11	0.626	30.4	63701662	0.19	143.8	82.40833333333333	1.7471534027707554
Louisiana	1981	0.11	0.703	27	66589349	0.19	144	90.925	1.778278801209788
Louisiana	1982	0.11	0.807	23.5	68168223	0.19	143.9	96.5	1.923419689119171
Louisiana	1983	0.11	0.907	29.8	64132865	0.27	133.7	99.6	2.0944779116465866
Louisiana	1984	0.11	1.03	31.1	63388285	0.32	128.9	103.88333333333333	2.2804428044280445
Louisiana	1985	0.16	1.051	30.4	89977784	0.32	125	107.56666666666666	2.247257514719554
Louisiana	1986	0.16	1.178	27.2	86910227	0.32	121.2	109.60833333333333	2.47189234395195
Louisiana	1987	0.16	1.204	26.7	84505838	0.32	116.5	113.625	2.437139713971397
Louisiana	1988	0.16	1.307	24.5	79800290	0.32	110.9	118.25833333333333	2.5419773095623985
Louisiana	1989	0.16	1.434	22.3	73705336	0.32	103.6	123.96666666666667	2.660553912342027
Louisiana	1990	0.16	1.496	24.1	72032677	0.36	101.5	130.65833333333333	2.633433254671854
Louisiana	1991	0.16	1.781	22.5	87348058	0.4	107.2	136.19166666666666	3.007746435782904
Louisiana	1992	0.2	1.805	22.2	91292885	0.4	108.5	140.31666666666666	2.9586649245753653
Louisiana	1993	0.2	1.574	28	89290089	0.44	106.2	144.45833333333334	2.5060513412171903
Louisiana	1994	0.2	1.558	28.2	89130616	0.44	105.3	148.225	2.4175409006577837
Louisiana	1995	0.2	1.653	26.6	90984645	0.44	105.7	152.38333333333333	2.4949578912829486
Louisiana	1996	0.2	1.669	26.4	93307155	0.44	106.8	156.85	2.4473700988205294
Louisiana	1997	0.2	1.859	23.7	91444720	0.44	105.3	160.51666666666665	2.663710933444087
Louisiana	1998	0.2	2.08	21.2	89524589	0.44	103.2	163.00833333333333	2.9348192832677267
Louisiana	1999	0.2	2.812	15.6	87825340	0.44	101	166.575	3.8826954825153837
Louisiana	2000	0.2	2.951	19.7	92298895	0.58	104.3	172.2	3.9415214866434383
Louisiana	2001	0.24	3.122	18.6	83853634	0.58	83.1	177.06666666666666	4.055308734939759
Louisiana	2002	0.24	3.332	22.5	103986444	0.75	97	179.875	4.26051424600417
Louisiana	2003	0.36	3.41	22	117925428	0.75	82.9	183.95833333333334	4.263465458663647
Louisiana	2004	0.36	3.406	22	138379626	0.75	85.6	188.88333333333333	4.147427865525457
Louisiana	2005	0.36	3.407	22	147663445	0.75	91	195.29166666666666	4.012511201194795
Louisiana	2006	0.36	3.498	21.4	125960220	0.75	77.3	201.59166666666667	3.9909387788847095
